first_name,last_name,email,phone,title,industry,company_size,account_id,last_activity,deal_name,amount,close_date,stage,owner
Kenneth,Snow,hurstann@example.org,001-743-225-3685,Oceanographer,PLC,201-500,188e1679-375b-4868-a1d1-cd12711a270a,2025-03-12,Cultivate Value-Added Supply-Chains Deal 165,40152.95,2025-05-09,Prospecting,harold96@example.net
Joshua,Huff,mwilliams@example.com,(630)755-5241,Clothing/textile technologist,Ltd,500+,9dd77c7e-e601-43ca-87b0-5568480a3c33,2025-03-19,Whiteboard Front-End Deliverables Deal 188,49381.54,2025-05-10,Prospecting,thompsonjonathan@example.org
Adam,Figueroa,danielpatel@example.org,001-391-850-9497,Acupuncturist,Group,51-200,28aebb26-4757-46cc-bdbf-1825d34df123,2025-04-14,Disintermediate Turn-Key Markets Deal 242,36818.13,2025-05-19,Proposal,gtyler@example.com
Gina,Campbell,ycarter@example.net,001-557-537-4154,Leisure centre manager,Inc,1-10,03f7ef67-19b4-4c5f-a16d-22894a4bceae,2025-03-16,Harness Interactive Functionalities Deal 170,1595.82,2025-05-03,Closed Won,wrightmark@example.org
Stephen,George,pprice@example.com,896-730-7936x20287,Tax adviser,Inc,51-200,edb48740-8996-459e-b41d-fbda9c7597df,2025-04-06,Redefine Frictionless Architectures Deal 86,35841.14,2025-05-11,Closed Won,angelaramsey@example.net
Brittany,Donovan,gferguson@example.org,+1-862-923-3382x4698,"Librarian, academic",Group,11-50,43dffda3-386d-4014-811e-9bd9fb066743,2025-03-05,Implement 24/365 Portals Deal 321,10006.76,2025-05-08,Closed Lost,stephaniemunoz@example.com
Elizabeth,Rodriguez,nabbott@example.org,001-842-602-3328x023,Educational psychologist,Ltd,500+,92980cc8-d56c-41a0-8d5f-8135a1e0ea21,2025-04-16,Repurpose B2B Metrics Deal 52,38666.48,2025-04-24,Closed Won,floydwendy@example.com
Michael,Lopez,whitakernicole@example.com,443.493.4637x641,Information systems manager,LLC,51-200,de4c366b-bbbe-44d8-8d08-bd292d8d177c,2025-04-01,Leverage One-To-One Deliverables Deal 333,11969.57,2025-05-01,Proposal,uleonard@example.net
David,Aguilar,jordancabrera@example.net,5457221715,"Merchandiser, retail",Group,1-10,cfff48e4-cefd-442a-b302-6f2a8f55e7eb,2025-04-16,Enhance Front-End E-Tailers Deal 1,23372.7,2025-04-19,Closed Lost,kayla89@example.com
John,Berry,edwardbailey@example.org,(792)814-0329x691,Metallurgist,Ltd,51-200,10e7ac93-5517-4bc1-b312-a8480e4d16db,2025-04-15,Architect Cutting-Edge E-Commerce Deal 447,9402.14,2025-05-19,Closed Won,davidthomas@example.com
Richard,Huerta,jibarra@example.com,689.432.2476,Horticultural therapist,PLC,11-50,aefcd2e8-bb15-462e-af5b-f95485010ed7,2025-04-17,Orchestrate Cutting-Edge Methodologies Deal 313,,2025-05-20,Prospecting,ymcgrath@example.org
Nicholas,Davis,calebespinoza@example.com,001-940-660-0056x44874,Conference centre manager,and Sons,,,2025-02-27,Engage Sticky Web Services Deal 403,24413.48,2025-05-23,Prospecting,larsonbarbara@example.org
Mark,Molina,martinmichael@example.net,7118875239,Pensions consultant,Ltd,11-50,1e31b1f4-ce3a-424b-9828-d67d0e3043ac,2025-03-21,Aggregate Clicks-And-Mortar Mindshare Deal 191,37472.67,2025-04-18,Closed Lost,ericwillis@example.net
Sergio,Ballard,smithfrederick@example.org,001-485-366-0578x47161,Contractor,Group,201-500,3143bdb4-a142-46d2-a181-f5bcfc1f5e6d,2025-04-08,Engineer Compelling Technologies Deal 42,44046.39,2025-05-09,Negotiation,qhunter@example.net
Maria,Price,petersonjoshua@example.net,687-763-5537x8010,Quality manager,and Sons,500+,50dcbd40-2f63-4859-b208-4ee67c996dce,2025-04-25,Transition Customized Relationships Deal 372,30150.55,2025-05-12,Closed Won,tylerpope@example.com
Jacqueline,Savage,cohenmorgan@example.org,001-262-594-9733x0992,"Teacher, adult education",PLC,500+,1daf7398-38c8-4c44-8a30-ed4c145cf1d3,2025-03-07,Integrate Wireless Bandwidth Deal 90,5907.86,2025-04-26,Closed Lost,connieberry@example.net
Steven,Hodges,dustinmoore@example.com,227-744-3113x210,Oceanographer,,51-200,,2025-03-18,Syndicate Interactive Niches Deal 395,49494.7,2025-04-23,Proposal,ipowers@example.net
David,Gordon,rhondabaker@example.com,123-abc,Museum/gallery conservator,Inc,1-10,03acf83a-7fbe-42ab-a55d-9630df4120b0,2025-02-28,Re-Contextualize 24/365 Initiatives Deal 408,30024.62,2025-04-17,Closed Won,xsmith@example.net
Carlos,Pearson,newmansuzanne@example.net,298.929.1203,Soil scientist,Group,1-10,9db16add-4ae6-4373-afe5-cab66fc60eb1,2025-03-10,Brand Strategic Functionalities Deal 147,46696.16,2025-05-22,Prospecting,williammartinez@example.net
David,Moran,caitlinmartin@example.net,+1-743-919-9240,Exhibition designer,Ltd,51-200,f2605ccc-d70a-4a66-bd28-11d4af4c30c6,2025-03-04,Revolutionize B2C Partnerships Deal 272,7866.61,2025-05-13,Closed Lost,rebeccaweiss@example.org
Eric,Dixon,markbeck@example.org,+1-605-473-8526x945,Printmaker,Ltd,51-200,9236d46a-6e70-4c48-8cc6-5e19d57f21f2,2025-03-19,Generate Global Models Deal 298,7962.1,2025-05-06,Prospecting,srollins@example.org
Thomas,Kennedy,michaelcain@example.org,001-348-754-4416x478,English as a second language teacher,LLC,51-200,9980947c-1930-43b9-a4ba-7e270afb289b,2025-04-06,Synergize Proactive Synergies Deal 332,23306.85,2025-05-04,Proposal,jonesnicholas@example.org
Kyle,Lamb,carrie49@example.com,5804944234,Passenger transport manager,Inc,11-50,5b883d8b-2cc0-4c89-b877-ce150c7d2eb7,2025-03-28,E-Enable Synergistic Paradigms Deal 136,30680.9,2025-05-06,Closed Lost,amandawhite@example.com
Amanda,Hampton,kaitlyncollins@example.net,+1-460-905-4695x3566,Management consultant,and Sons,201-500,9122b923-dc88-4e94-ac93-02600dbdc5a8,2025-02-28,Evolve Revolutionary Convergence Deal 331,-1000.0,2025-04-19,Proposal,chenandrew@example.org
Amber,Sanchez,tpeterson@example.com,001-263-968-0613x47643,"Engineer, broadcasting (operations)",Inc,51-200,1579dae2-34ab-41ed-8cfe-9836391b7eba,2025-04-24,Deliver Cross-Media Metrics Deal 339,48121.79,2025-04-25,Prospecting,emartin@example.net
Kathryn,Kennedy,aaron47@example.org,(504)497-5025,"Production designer, theatre/television/film",Ltd,11-50,c677f404-1aaf-4a3f-8865-78d6ab214942,2025-03-12,Scale Sticky Niches Deal 290,19628.31,2025-04-22,Negotiation,natalie74@example.net
Rachel,Taylor,thompsonmonica@example.org,387-306-0209x8741,"Therapist, art",and Sons,1-10,5febd47c-08c6-4070-a721-bc790a5a7771,2025-02-27,Unleash Web-Enabled Experiences Deal 376,4910.59,2025-04-25,Negotiation,barbara89@example.org
Mia,Brown,jeffrey59@example.com,(252)962-2566,Building surveyor,Ltd,201-500,85fe52f8-d44b-41cd-89a2-7a1098554008,2025-03-06,Enable Mission-Critical Channels Deal 151,44600.83,2025-04-23,Negotiation,jimenezrobert@example.net
Sean,Buck,timothylozano@example.net,305.324.6103x17729,Osteopath,Inc,1-10,715a46cd-3cf0-4481-bda9-a7b965454211,2025-03-17,Exploit Virtual Networks Deal 325,40935.38,2025-04-17,Prospecting,eosborn@example.org
Brittany,Chung,craigchristian@example.net,598.695.4899,Soil scientist,Inc,11-50,0dd1fd9e-1dc4-4295-9fa8-3b042c1bb0a3,2025-03-25,Integrate World-Class Relationships Deal 215,6296.76,2025-05-02,Closed Won,zberry@example.org
Michelle,Murphy,stephaniepatterson@example.org,001-465-891-5287x73580,"Education officer, community",Ltd,201-500,5ed80968-78e1-4165-8d9b-4d954c258208,2025-03-12,Maximize Innovative Architectures Deal 140,39580.62,2025-04-24,Negotiation,sarahbutler@example.net
Angela,Dickerson,kwalter@example.net,001-788-516-3473x7026,Careers information officer,LLC,51-200,968c8e6f-139e-408b-8d5b-5e5e6a80874c,2025-03-17,Extend Innovative E-Business Deal 127,15320.87,2025-05-24,Prospecting,maxwelldennis@example.net
Meagan,Ellison,robertabrown@example.org,549.929.1925,Equality and diversity officer,and Sons,1-10,e8832ceb-af76-4d7f-93bb-21e1fadabff0,2025-03-23,Embrace Customized Convergence Deal 465,34384.34,2025-05-22,Closed Won,gmullins@example.net
Russell,Martinez,laurastafford@example.org,9047784424,"Loss adjuster, chartered",Group,500+,50c8b4f9-08f0-4b0b-9f9f-f45f47b61352,2025-03-28,Utilize Distributed E-Business Deal 185,16754.38,2025-04-24,Proposal,wwilliams@example.com
Heather,Sullivan,robert06@example.net,4847107114,Armed forces operational officer,PLC,500+,83202fcb-12af-407d-be6a-f164a32f7846,2025-04-18,Iterate Out-Of-The-Box Applications Deal 330,43405.46,2025-05-11,Closed Won,princejonathan@example.org
Richard,Wright,gyates@example.net,723-344-8961x850,Recycling officer,Ltd,201-500,7229dda2-bf25-4988-868e-f4899d5fd376,2025-03-06,E-Enable Vertical Interfaces Deal 121,20420.23,2025-04-24,Negotiation,gwalsh@example.com
Connie,Weaver,lauradavis@example.com,246-863-2779x679,Hydrogeologist,LLC,11-50,0fe5f7f2-0c67-4b8c-9c61-0c440b080727,2025-03-15,Expedite Out-Of-The-Box Schemas Deal 257,7863.0,2025-05-15,Prospecting,vlopez@example.com
Bradley,Gonzalez,ttaylor@example.com,+1-270-346-0623x148,Associate Professor,Group,500+,40b357f0-c99b-430b-b65f-b0dd844bd8a5,2025-03-17,Incubate Synergistic Vortals Deal 451,,2025-05-23,Closed Lost,kyletownsend@example.net
Juan,Owens,owalker@example.com,924.294.6442x6164,Astronomer,PLC,11-50,07024817-04b2-48a3-b06d-3e104b799d0e,2025-03-03,Harness B2B Portals Deal 423,39809.71,2025-05-22,Closed Won,rrodriguez@example.com
Andrea,Martin,veronica56@example.org,(766)628-0783,Fine artist,PLC,500+,fc25fd9f-e7d1-41a9-b60c-3fd76ecfbd72,2025-04-25,Empower Efficient Content Deal 426,5463.45,2025-04-21,Proposal,brandon11@example.net
Laurie,Anderson,earlsanford@example.org,+1-804-404-7261x597,Advertising copywriter,Group,500+,a71340c0-db65-44b4-ade7-1b1818809d34,2025-03-23,Redefine Cross-Platform Deliverables Deal 396,31594.56,2025-05-20,Closed Lost,amason@example.org
Elizabeth,Woods,lstein@example.com,6979794927,Research scientist (medical),and Sons,500+,0c79eea7-60a9-493f-9a7e-c9b339b95827,2025-04-21,Revolutionize Real-Time Web Services Deal 317,1316.28,2025-04-25,Prospecting,bakerdavid@example.org
David,Smith,qharris@example.net,708.716.3819x319,Regulatory affairs officer,and Sons,1-10,81b9e87b-1fff-4038-a956-80fc68bde5a5,2025-03-12,Facilitate Global Bandwidth Deal 29,15790.49,2025-04-30,Negotiation,andersoncaitlin@example.net
Stephen,Price,andrewkennedy@example.net,(590)644-7514x5856,Local government officer,Ltd,201-500,74435e33-097a-43c3-8c6e-0b2ab50f9786,2025-04-13,Envisioneer Virtual Applications Deal 157,45726.59,2025-05-05,Negotiation,chad18@example.org
Jaime,Black,alexa16@example.org,761.412.0637,Customer service manager,LLC,1-10,c9cdad53-aeb6-4e61-b6fd-ec791155de57,2025-03-21,Transition Open-Source Platforms Deal 76,31114.6,2025-04-28,Proposal,brianbass@example.org
Brian,Brown,catherineday@example.com,+1-335-595-6595,"Restaurant manager, fast food",Group,51-200,705fa0ae-3e9d-4e8a-8072-f16483379961,2025-03-24,Facilitate Back-End Platforms Deal 205,41039.81,2025-04-25,Closed Lost,stevennelson@example.com
April,Strong,scott17@example.net,123-abc,Trade mark attorney,LLC,,50bb9454-09fd-4ea9-9b28-4aa2975f90db,2025-04-12,Harness Viral Architectures Deal 492,4127.38,2025-05-20,Closed Won,hollygreer@example.org
Laurie,Lopez,angelicamelton@example.net,977.892.0892x7849,Fast food restaurant manager,PLC,1-10,83603f28-b0f5-4d5a-9531-2c92bbf5f611,2025-03-18,Incubate Holistic Experiences Deal 144,16995.02,2025-05-05,Negotiation,alexanderjason@example.org
Rachel,Brown,igaines@example.net,(987)811-3209x4133,"Radiographer, diagnostic",and Sons,500+,7489539d-6184-4d80-a4d8-3483e412c708,2025-04-25,Facilitate Scalable Deliverables Deal 377,43428.9,2025-05-10,Proposal,qmaynard@example.net
Arthur,Allen,reesejuan@example.com,001-797-694-9350x34503,"Designer, ceramics/pottery",Ltd,1-10,a9083a5a-c9bd-419f-9019-2b40eea42d08,2025-03-26,Evolve Virtual Systems Deal 335,42915.85,2025-05-10,Closed Lost,courtney60@example.org
Donald,Robinson,hchristensen@example.net,+1-698-826-1361x1339,"Conservation officer, nature",Group,,0cdcb20d-c9f9-48ce-b672-8fd6902fbc75,2025-03-27,Integrate Leading-Edge Initiatives Deal 439,34472.5,2025-04-27,Closed Won,marshallkatherine@example.org
Brenda,Schmidt,joe26@example.net,+1-264-945-4133,"Engineer, building services",PLC,51-200,cdbeb72f-b269-4b3b-9cf9-bd025bcd4248,2025-03-12,Re-Contextualize Magnetic Infrastructures Deal 203,15295.46,2025-04-28,Closed Lost,fevans@example.net
John,Herring,johntodd@example.net,123-abc,Tax inspector,PLC,51-200,787a3a16-d287-4732-8af0-2f44d20307bd,2025-03-23,Generate Customized Web Services Deal 449,47734.34,2025-05-08,Closed Won,carrillovictor@example.com
Antonio,Espinoza,brooksmelissa@example.com,001-838-647-6360x33072,"Teacher, secondary school",LLC,11-50,d7baf093-e2d1-419d-a9a6-c9728abb21e6,2025-03-19,Disintermediate Real-Time Convergence Deal 96,12427.3,2025-05-20,Closed Won,youngluis@example.org
